PLAYER,CURRENTTEAM,AGE,DATE OF BIRTH,POS,HANDED,DRAFTED,EXTENSION,SIGNING DATE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,S.BONUS,PlayerId,TYPE,TEAM,TEAMS
Anton Blidh,COL,26.0,1995-03-14,"LW, RW",Left,180 - Round 6 - 2013 (BOS),True,2021-06-17,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477320.0,Standard,BOS,BOS
Dominik Kubalik,DET,25.0,1995-08-21,"LW, RW",Left,191 - Round 7 - 2013 (LAK),False,2020-10-09,24.0,,2.0,UFANo QO,2022.0,3700000.0,4.5,3700000.0,4000000.0,4000000.0,0.0,8477330.0,Standard,CHI,CHI
Kyle Burroughs,VAN,25.0,1995-07-12,LD/RD,Right,196 - Round 7 - 2013 (NYI),False,2021-07-28,25.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477335.0,Standard,VAN,VAN
Andreas Johnsson,NJD,26.0,1994-11-21,"LW, RW",Left,202 - Round 7 - 2013 (TOR),True,2019-06-28,24.0,,4.0,UFA,2023.0,3400000.0,4.2,3400000.0,2500000.0,750000.0,1750000.0,8477341.0,Standard,NJD,NJD
Tyler Lewington,-,26.0,1994-12-05,RD,Right,204 - Round 7 - 2013 (WSH),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477343.0,Standard,BOS,BOS
MacKenzie Weegar,CGY,27.0,1994-01-07,LD/RD,Right,206 - Round 7 - 2013 (FLA),False,2020-11-06,26.0,,3.0,UFA,2023.0,3250000.0,4.0,3250000.0,3000000.0,3000000.0,0.0,8477346.0,Standard,FLA,FLA
Ryan Fitzgerald,-,26.0,1994-10-19,"C, RW",Left,120 - Round 4 - 2013 (BOS),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477352.0,Standard,PHI,PHI
Tyler Motte,OTT,26.0,1995-03-10,"LW, RW",Left,121 - Round 4 - 2013 (CHI),False,2020-10-09,25.0,,2.0,UFA,2022.0,1225000.0,1.5,1225000.0,1450000.0,1450000.0,0.0,8477353.0,Standard,VAN,"VAN,NYR"
Will Butcher,DAL,26.0,1995-01-06,LD,Left,123 - Round 5 - 2013 (COL),False,2019-07-31,24.0,,3.0,UFA,2022.0,3733333.0,4.6,3733333.0,4100000.0,4100000.0,0.0,8477355.0,Standard,BUF,BUF
Tucker Poolman,VAN,28.0,1993-06-08,RD,Right,127 - Round 5 - 2013 (WPG),False,2021-07-28,28.0,,4.0,UFA,2025.0,2500000.0,3.1,2500000.0,1750000.0,1250000.0,500000.0,8477359.0,Standard,VAN,VAN
Cal Petersen,LAK,26.0,1994-10-19,G,Right,129 - Round 5 - 2013 (BUF),False,2019-07-16,24.0,,3.0,UFA,2022.0,858333.0,1.1,858333.0,1000000.0,1000000.0,0.0,8477361.0,Standard,LAK,LAK
Connor Clifton,BOS,26.0,1995-04-28,LD/RD,Right,133 - Round 5 - 2013 (ARI),True,2019-07-01,25.0,,3.0,UFA,2023.0,1000000.0,1.2,1000000.0,1000000.0,900000.0,100000.0,8477365.0,Standard,BOS,BOS
Luke Johnson,-,26.0,1994-09-19,C,Right,134 - Round 5 - 2013 (CHI),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477366.0,Standard,WPG,WPG
Carson Soucy,SEA,26.0,1994-07-27,LD/RD,Left,137 - Round 5 - 2013 (MIN),True,2020-10-05,25.0,,3.0,UFA,2023.0,2750000.0,3.4,2750000.0,3000000.0,3000000.0,0.0,8477369.0,Standard,SEA,SEA
Teemu Kivihalme,-,26.0,1995-06-14,LD,Left,140 - Round 5 - 2013 (NSH),True,2020-07-18,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8477372.0,Standard,TOR,TOR
Jonny Brodzinski,NYR,28.0,1993-06-19,C,Right,148 - Round 5 - 2013 (LAK),True,2021-04-19,28.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477380.0,Standard,NYR,NYR
Joshua Brown,ARI,27.0,1994-01-21,RD,Right,152 - Round 6 - 2013 (FLA),True,2020-10-05,26.0,,2.0,UFA,2022.0,1200000.0,1.5,1200000.0,1400000.0,1400000.0,0.0,8477384.0,Standard,OTT,"BOS,OTT"
Sean Malone,BUF,26.0,1995-04-30,C,Left,159 - Round 6 - 2013 (BUF),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477391.0,Standard,BUF,BUF
Hudson Fasching,NYI,25.0,1995-07-28,RW,Right,118 - Round 4 - 2013 (LAK),False,2021-07-29,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477392.0,Standard,ARI,ARI
John Hayden,SEA,26.0,1995-02-14,"C, RW",Right,74 - Round 3 - 2013 (CHI),False,2021-07-29,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477401.0,Standard,BUF,BUF
Pavel Buchnevich,STL,26.0,1995-04-17,"RW, LW",Left,75 - Round 3 - 2013 (NYR),True,2021-07-27,26.0,,4.0,UFA,2025.0,5800000.0,7.1,5800000.0,4500000.0,4500000.0,0.0,8477402.0,Standard,STL,STL
Jake Guentzel,PIT,26.0,1994-10-06,"LW, RW",Left,77 - Round 3 - 2013 (PIT),True,2018-12-27,24.0,,5.0,UFA,2024.0,6000000.0,7.5,6000000.0,7000000.0,7000000.0,0.0,8477404.0,Standard,PIT,PIT
Mattias Janmark,EDM,28.0,1992-12-08,"LW, C",Left,79 - Round 3 - 2013 (DET),False,2021-07-28,28.0,,1.0,UFA,2022.0,2000000.0,2.5,2000000.0,2000000.0,2000000.0,0.0,8477406.0,Standard,VGK,VGK
Anthony Duclair,FLA,25.0,1995-08-26,"LW, RW",Left,80 - Round 3 - 2013 (NYR),True,2021-07-15,25.0,,3.0,UFA,2024.0,3000000.0,3.7,3000000.0,2000000.0,1500000.0,500000.0,8477407.0,Standard,FLA,FLA
Carter Verhaeghe,FLA,25.0,1995-08-14,"LW, C",Left,82 - Round 3 - 2013 (TOR),False,2020-10-09,24.0,,2.0,RFA,2022.0,1000000.0,1.2,1000000.0,1100000.0,1100000.0,0.0,8477409.0,Standard,FLA,FLA
Oliver Bjorkstrand,SEA,26.0,1995-04-10,"RW, LW",Right,89 - Round 3 - 2013 (CBJ),True,2021-01-06,26.0,,5.0,UFA,2026.0,5400000.0,6.6,5400000.0,4500000.0,4500000.0,0.0,8477416.0,Standard,CBJ,CBJ
Mason Geertsen,NJD,26.0,1995-04-19,"LW, LD",Left,93 - Round 4 - 2013 (COL),False,2021-03-03,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8477419.0,Standard,NJD,NJD
Juuse Saros,NSH,26.0,1995-04-19,G,Left,99 - Round 4 - 2013 (NSH),False,2021-08-16,26.0,,4.0,UFA,2025.0,5000000.0,6.1,5000000.0,4000000.0,4000000.0,0.0,8477424.0,Standard,NSJ,NSJ
Miles Wood,NJD,25.0,1995-09-13,LW,Left,100 - Round 4 - 2013 (NJD),False,2018-09-22,22.0,,4.0,RFA,2022.0,2750000.0,3.5,2750000.0,3500000.0,3500000.0,0.0,8477425.0,Standard,NJD,NJD
Nicholas Paul,TBL,26.0,1995-03-20,"C, LW",Left,101 - Round 4 - 2013 (DAL),False,2020-10-14,25.0,,2.0,UFA,2022.0,1350000.0,1.7,1350000.0,1500000.0,1500000.0,0.0,8477426.0,Standard,OTT,OTT
Andrew Copp,DET,26.0,1994-07-08,"C, LW, RW",Left,104 - Round 4 - 2013 (WPG),False,2021-08-12,26.0,,1.0,UFA,2022.0,3640000.0,4.5,3640000.0,3640000.0,3640000.0,0.0,8477429.0,Standard,WPG,"WPG,NYR"
Ben Harpur,NYR,26.0,1995-01-12,LD,Left,108 - Round 4 - 2013 (OTT),True,2021-07-26,26.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8477433.0,Standard,NSJ,NSJ
Ryan Graves,NJD,26.0,1995-05-21,LD,Left,110 - Round 4 - 2013 (NYR),False,2020-10-12,25.0,,3.0,UFA,2023.0,3166667.0,3.9,3166667.0,3000000.0,3000000.0,0.0,8477435.0,Standard,NJD,NJD
André Burakovsky,SEA,26.0,1995-02-09,"LW, RW",Left,23 - Round 1 - 2013 (WSH),False,2020-10-10,25.0,,2.0,UFA,2022.0,4900000.0,6.0,4900000.0,5400000.0,5400000.0,0.0,8477444.0,Standard,COL,COL
Michael McCarron,NSH,26.0,1995-03-07,"RW, C",Right,25 - Round 1 - 2013 (MTL),False,2021-07-28,26.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477446.0,Standard,NSJ,NSJ
Shea Theodore,VGK,25.0,1995-08-03,LD/RD,Left,26 - Round 1 - 2013 (ANA),False,2018-09-25,22.0,,7.0,UFA,2025.0,5200000.0,6.5,5200000.0,5200000.0,5200000.0,0.0,8477447.0,Standard,VGK,VGK
Jason Dickinson,CHI,25.0,1995-07-04,"C, LW",Left,29 - Round 1 - 2013 (DAL),False,2021-08-14,25.0,,3.0,UFA,2024.0,2650000.0,3.3,2650000.0,2000000.0,1500000.0,500000.0,8477450.0,Standard,VAN,VAN
Ryan Hartman,MIN,26.0,1994-09-20,"C, RW",Right,30 - Round 1 - 2013 (CHI),True,2021-04-22,26.0,,3.0,UFA,2024.0,1700000.0,2.1,1700000.0,1100000.0,1100000.0,0.0,8477451.0,Standard,MIN,MIN
Adam Erne,DET,26.0,1995-04-20,"LW, RW",Left,33 - Round 2 - 2013 (TBL),False,2021-08-15,26.0,,2.0,UFA,2023.0,2100000.0,2.6,2100000.0,1800000.0,1800000.0,0.0,8477454.0,Standard,DET,DET
J.T. Compher,COL,26.0,1995-04-08,"RW, LW, C",Right,35 - Round 2 - 2013 (BUF),False,2019-07-17,24.0,,4.0,UFA,2023.0,3500000.0,4.3,3500000.0,4500000.0,4500000.0,0.0,8477456.0,Standard,COL,COL
Zachary Fucale,WSH,26.0,1995-05-28,G,Left,36 - Round 2 - 2013 (MTL),True,2021-03-28,26.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477457.0,Standard,WSH,WSH
Laurent Dauphin,ARI,26.0,1995-03-27,C,Left,39 - Round 2 - 2013 (ARI),True,2021-06-21,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477460.0,Standard,MTL,MTL
Remi Elie,-,26.0,1995-04-16,LW,Left,40 - Round 2 - 2013 (DAL),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477461.0,Standard,TBL,TBL
Robert Hägg,DET,26.0,1995-02-08,LD,Left,41 - Round 2 - 2013 (PHI),True,2020-09-28,25.0,,2.0,UFA,2022.0,1600000.0,2.0,1600000.0,1700000.0,1700000.0,0.0,8477462.0,Standard,BUF,"BUF,FLA"
Steven Santini,STL,26.0,1995-03-07,RD,Right,42 - Round 2 - 2013 (NJD),True,2021-05-04,26.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477463.0,Standard,STL,STL
Nicolas Petan,MIN,26.0,1995-03-22,"C, LW, RW",Left,43 - Round 2 - 2013 (WPG),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477464.0,Standard,VAN,VAN
Tristan Jarry,PIT,26.0,1995-04-29,G,Left,44 - Round 2 - 2013 (PIT),True,2020-10-03,25.0,,3.0,UFA,2023.0,3500000.0,4.3,3500000.0,3500000.0,3500000.0,0.0,8477465.0,Standard,PIT,PIT
Gustav Olofsson,SEA,26.0,1994-12-01,LD,Left,46 - Round 2 - 2013 (MIN),False,2021-08-25,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477467.0,Standard,SEA,SEA
Dillon Heatherington,OTT,26.0,1995-05-09,LD,Left,50 - Round 2 - 2013 (CBJ),False,2021-07-29,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477471.0,Standard,OTT,OTT
Carl Dahlström,TOR,26.0,1995-01-28,LD,Left,51 - Round 2 - 2013 (CHI),False,2021-07-28,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477472.0,Standard,TOR,TOR
Justin Bailey,-,26.0,1995-07-01,RW,Right,52 - Round 2 - 2013 (BUF),False,2021-07-28,25.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477473.0,Standard,VAN,VAN
Madison Bowey,MTL,26.0,1995-04-22,RD,Right,53 - Round 2 - 2013 (WSH),False,2021-01-28,25.0,,2.0,UFA,2022.0,725000.0,0.9,725000.0,750000.0,750000.0,0.0,8477474.0,Standard,VAN,VAN
Philippe Desrosiers,-,25.0,1995-08-16,G,Left,54 - Round 2 - 2013 (DAL),False,2022-03-19,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477475.0,Standard,WPG,WPG
Artturi Lehkonen,COL,25.0,1995-07-04,"LW, RW",Left,55 - Round 2 - 2013 (MTL),False,2021-07-31,25.0,,1.0,RFA,2022.0,2300000.0,2.8,2300000.0,2300000.0,2300000.0,0.0,8477476.0,Standard,MTL,MTL
William Carrier,VGK,26.0,1994-12-20,LW,Left,57 - Round 2 - 2013 (STL),True,2020-02-27,25.0,,4.0,UFA,2024.0,1400000.0,1.7,1400000.0,1100000.0,1100000.0,0.0,8477478.0,Standard,VGK,VGK
Tyler Bertuzzi,DET,26.0,1995-02-24,"LW, RW",Left,58 - Round 2 - 2013 (DET),False,2021-07-31,26.0,,2.0,UFA,2023.0,4750000.0,5.8,4750000.0,4250000.0,4250000.0,0.0,8477479.0,Standard,DET,DET
Eric Comrie,BUF,25.0,1995-07-06,G,Left,59 - Round 2 - 2013 (WPG),True,2021-07-27,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477480.0,Standard,WPG,WPG
Zachary Sanford,NSH,26.0,1994-11-09,"LW, RW",Left,61 - Round 2 - 2013 (WSH),False,2021-08-04,26.0,,1.0,UFA,2022.0,2000000.0,2.5,2000000.0,2000000.0,2000000.0,0.0,8477482.0,Standard,OTT,"WPG,OTT"
Spencer Martin,VAN,26.0,1995-06-08,G,Left,63 - Round 3 - 2013 (COL),True,2021-05-03,26.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,750000.0,50000.0,8477484.0,Standard,VAN,VAN
Brett Pesce,CAR,26.0,1994-11-15,RD,Right,66 - Round 3 - 2013 (CAR),True,2017-08-01,22.0,,6.0,UFA,2024.0,4025000.0,5.4,4025000.0,4025000.0,4025000.0,0.0,8477488.0,Standard,CAR,CAR
Nathan MacKinnon,COL,25.0,1995-09-01,"C, RW",Right,1 - Round 1 - 2013 (COL),False,2016-07-08,20.0,M-NTC,7.0,UFA,2023.0,6300000.0,8.6,6300000.0,6850000.0,6850000.0,0.0,8477492.0,Standard,COL,COL
Aleksander Barkov,FLA,25.0,1995-09-02,C,Left,2 - Round 1 - 2013 (FLA),True,2016-01-25,20.0,NMC,6.0,UFA,2022.0,5900000.0,8.3,5900000.0,7750000.0,7750000.0,0.0,8477493.0,Standard,FLA,FLA
Jonathan Drouin,MTL,26.0,1995-03-28,"LW, RW",Left,3 - Round 1 - 2013 (TBL),True,2017-06-15,22.0,M-NTC,6.0,UFA,2023.0,5500000.0,7.5,5500000.0,5500000.0,5500000.0,0.0,8477494.0,Standard,MTL,MTL
Seth Jones,CHI,26.0,1994-10-03,RD,Right,4 - Round 1 - 2013 (NSH),True,2016-06-29,21.0,M-NTC,6.0,UFA,2022.0,5400000.0,7.4,5400000.0,5400000.0,5400000.0,0.0,8477495.0,Standard,CHI,CHI
Elias Lindholm,CGY,26.0,1994-12-02,"C, RW",Right,5 - Round 1 - 2013 (CAR),False,2018-07-16,23.0,,6.0,UFA,2024.0,4850000.0,6.1,4850000.0,5850000.0,5850000.0,0.0,8477496.0,Standard,CGY,CGY
Sean Monahan,MTL,26.0,1994-10-12,"C, LW, RW",Left,6 - Round 1 - 2013 (CGY),False,2016-08-19,21.0,M-NTC,7.0,UFA,2023.0,6375000.0,8.7,6375000.0,6125000.0,6125000.0,0.0,8477497.0,Standard,CGY,CGY
Darnell Nurse,EDM,26.0,1995-02-04,LD,Left,7 - Round 1 - 2013 (EDM),True,2020-02-10,25.0,,2.0,UFA,2022.0,5600000.0,6.9,5600000.0,5600000.0,5600000.0,0.0,8477498.0,Standard,EDM,EDM
Rasmus Ristolainen,PHI,26.0,1994-10-27,RD,Right,8 - Round 1 - 2013 (BUF),False,2016-10-11,21.0,,6.0,UFA,2022.0,5400000.0,7.4,5400000.0,5400000.0,5400000.0,0.0,8477499.0,Standard,PHI,PHI
Bo Horvat,VAN,26.0,1995-04-05,C,Left,9 - Round 1 - 2013 (VAN),False,2017-09-08,22.0,,6.0,UFA,2023.0,5500000.0,7.3,5500000.0,5775000.0,5775000.0,0.0,8477500.0,Standard,VAN,VAN
Valeri Nichushkin,COL,26.0,1995-03-04,"RW, LW",Left,10 - Round 1 - 2013 (DAL),False,2020-10-10,25.0,,2.0,UFA,2022.0,2500000.0,3.1,2500000.0,2800000.0,2800000.0,0.0,8477501.0,Standard,COL,COL
Samuel Morin,-,25.0,1995-07-12,"LD, LW",Left,11 - Round 1 - 2013 (PHI),True,2021-07-26,25.0,,1.0,UFAGroup 6,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477502.0,Standard,PHI,PHI
Max Domi,CHI,26.0,1995-03-02,"LW, C",Left,12 - Round 1 - 2013 (ARI),True,2020-10-07,25.0,,2.0,UFA,2022.0,5300000.0,6.5,5300000.0,6000000.0,6000000.0,0.0,8477503.0,Standard,CBJ,CBJ
Joshua Morrissey,WPG,26.0,1995-03-28,LD,Left,13 - Round 1 - 2013 (WPG),True,2019-09-12,25.0,,8.0,UFA,2028.0,6250000.0,7.7,6250000.0,8000000.0,8000000.0,0.0,8477504.0,Standard,WPG,WPG
Alexander Wennberg,SEA,26.0,1994-09-22,C,Left,14 - Round 1 - 2013 (CBJ),False,2021-07-28,26.0,M-NTC,3.0,UFA,2024.0,4500000.0,5.5,4500000.0,3500000.0,3500000.0,0.0,8477505.0,Standard,SEA,SEA
Ryan Pulock,NYI,26.0,1994-10-06,RD,Right,15 - Round 1 - 2013 (NYI),False,2020-11-04,25.0,,2.0,UFA,2022.0,5000000.0,6.1,5000000.0,6660000.0,5160000.0,1500000.0,8477506.0,Standard,NYI,NYI
Nikita Zadorov,CGY,26.0,1995-04-16,LD/RD,Left,16 - Round 1 - 2013 (BUF),False,2021-08-20,26.0,,1.0,UFA,2022.0,3750000.0,4.6,3750000.0,3750000.0,3750000.0,0.0,8477507.0,Standard,CGY,CGY
Curtis Lazar,VAN,26.0,1995-02-02,"C, RW",Right,17 - Round 1 - 2013 (OTT),True,2020-09-24,25.0,,2.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8477508.0,Standard,BOS,BOS
Anthony Mantha,WSH,26.0,1994-09-16,"RW, LW",Left,20 - Round 1 - 2013 (DET),False,2020-11-03,25.0,,4.0,UFA,2024.0,5700000.0,7.0,5700000.0,5300000.0,5300000.0,0.0,8477511.0,Standard,WSH,WSH
Frédérik Gauthier,-,26.0,1995-04-26,C,Left,21 - Round 1 - 2013 (TOR),False,2021-10-08,26.0,,1.0,UFA,2022.0,800000.0,1.0,800000.0,800000.0,800000.0,0.0,8477512.0,Standard,NJD,NJD
Jean-Sébastien Dea,ARI,27.0,1994-02-08,C,Right,-,False,2021-07-28,27.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477520.0,Standard,MTL,MTL
Ross Johnston,NYI,27.0,1994-02-18,LW,Left,-,False,2018-07-09,24.0,,4.0,UFA,2022.0,1000000.0,1.3,1000000.0,1000000.0,1000000.0,0.0,8477527.0,Standard,NYI,NYI
Dakota Mermis,MIN,27.0,1994-01-05,LD/RD,Left,-,True,2021-07-27,27.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477541.0,Standard,MIN,MIN
Nathan Walker,STL,27.0,1994-02-07,LW,Left,89 - Round 3 - 2014 (WSH),True,2021-07-24,27.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477573.0,Standard,STL,STL
Brandon Baddock,MIN,26.0,1995-03-29,"LW, C",Left,161 - Round 6 - 2014 (NJD),True,2021-06-27,26.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477631.0,Standard,MTL,"MIN,MTL"
Joel Hanley,DAL,30.0,1991-06-08,LD/RD,Left,-,True,2021-04-14,30.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477810.0,Standard,DAL,DAL
Kevin Czuczman,-,30.0,1991-01-09,LD,Left,-,False,2021-07-29,30.0,,1.0,UFA,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477814.0,Standard,MIN,MIN
Pheonix Copley,LAK,29.0,1992-01-18,G,Left,-,True,2019-02-04,27.0,,3.0,UFA,2022.0,1100000.0,1.4,1100000.0,1500000.0,1500000.0,0.0,8477831.0,Standard,WSH,WSH
Conor Sheary,WSH,29.0,1992-06-08,"LW, RW",Left,-,True,2021-04-14,29.0,,2.0,UFA,2023.0,1500000.0,1.8,1500000.0,1250000.0,1250000.0,0.0,8477839.0,Standard,WSH,WSH
Trevor van Riemsdyk,WSH,29.0,1991-07-24,LD/RD,Right,-,True,2021-03-21,29.0,,2.0,UFA,2023.0,950000.0,1.2,950000.0,900000.0,900000.0,0.0,8477845.0,Standard,WSH,WSH
Ryan Carpenter,NYR,30.0,1991-01-18,"RW, C",Right,-,False,2019-07-01,28.0,,3.0,UFA,2022.0,1000000.0,1.2,1000000.0,1000000.0,800000.0,200000.0,8477846.0,Standard,CHI,"CGY,CHI"
Jordan Oesterle,DET,29.0,1992-06-25,LD/RD,Left,-,False,2021-07-28,29.0,,2.0,UFA,2023.0,1350000.0,1.7,1350000.0,1250000.0,1250000.0,0.0,8477851.0,Standard,DET,DET
Patrick Brown,PHI,29.0,1992-05-29,"C, RW",Right,-,False,2021-07-28,29.0,,2.0,UFA,2023.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477887.0,Standard,PHI,PHI
Garnet Hathaway,WSH,29.0,1991-11-23,"RW, LW",Right,-,False,2019-07-01,27.0,,4.0,UFA,2023.0,1500000.0,1.8,1500000.0,1500000.0,800000.0,700000.0,8477903.0,Standard,WSH,WSH
Frédérick Gaudreau,MIN,28.0,1993-05-01,"C, LW",Right,-,False,2021-07-28,28.0,,2.0,UFA,2023.0,1200000.0,1.5,1200000.0,1000000.0,1000000.0,0.0,8477919.0,Standard,MIN,MIN
Pierre-Édouard Bellemare,TBL,36.0,1985-03-06,"C, LW",Left,-,False,2021-07-28,36.0,,2.0,UFA,2023.0,1000000.0,1.2,1000000.0,750000.0,750000.0,0.0,8477930.0,35+,TBL,TBL
Tomas Nosek,BOS,28.0,1992-09-01,"C, LW",Left,-,False,2021-07-28,28.0,,2.0,UFA,2023.0,1750000.0,2.1,1750000.0,1500000.0,1500000.0,0.0,8477931.0,Standard,BOS,BOS
Aaron Ekblad,FLA,25.0,1996-02-07,RD,Right,1 - Round 1 - 2014 (FLA),True,2016-07-01,20.0,NMC,8.0,UFA,2025.0,7500000.0,10.3,7500000.0,9000000.0,6000000.0,3000000.0,8477932.0,Standard,FLA,FLA
Sam Reinhart,FLA,25.0,1995-11-06,"C, RW",Right,2 - Round 1 - 2014 (BUF),False,2021-08-11,25.0,,3.0,UFA,2024.0,6500000.0,8.0,6500000.0,5000000.0,3000000.0,2000000.0,8477933.0,Standard,FLA,FLA
Leon Draisaitl,EDM,25.0,1995-10-27,"C, LW",Left,3 - Round 1 - 2014 (EDM),False,2017-08-16,21.0,,8.0,UFA,2025.0,8500000.0,11.3,8500000.0,8000000.0,8000000.0,0.0,8477934.0,Standard,EDM,EDM
Sam Bennett,FLA,25.0,1996-06-20,C,Left,4 - Round 1 - 2014 (CGY),True,2021-07-26,25.0,,4.0,UFA,2025.0,4425000.0,5.4,4425000.0,2925000.0,1925000.0,1000000.0,8477935.0,Standard,FLA,FLA
Michael Dal Colle,-,25.0,1996-06-20,LW,Left,5 - Round 1 - 2014 (NYI),False,2021-10-11,25.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477936.0,Standard,NYI,NYI
Haydn Fleury,TBL,24.0,1996-07-08,LD/RD,Left,7 - Round 1 - 2014 (CAR),False,2020-10-27,23.0,,2.0,UFANo QO,2022.0,1300000.0,1.6,1300000.0,1550000.0,1550000.0,0.0,8477938.0,Standard,SEA,SEA
William Nylander,TOR,25.0,1996-05-01,"RW, LW",Right,8 - Round 1 - 2014 (TOR),False,2018-12-01,22.0,,6.0,UFA,2024.0,6962366.0,8.8,6962366.0,6000000.0,2500000.0,3500000.0,8477939.0,Standard,TOR,TOR
Nikolaj Ehlers,WPG,25.0,1996-02-14,"RW, LW",Left,9 - Round 1 - 2014 (WPG),True,2017-10-04,22.0,,7.0,UFA,2025.0,6000000.0,8.0,6000000.0,6500000.0,6500000.0,0.0,8477940.0,Standard,WPG,WPG
Nick Ritchie,ARI,25.0,1995-12-05,LW,Left,10 - Round 1 - 2014 (ANA),False,2021-07-31,25.0,,2.0,UFA,2023.0,2500000.0,3.1,2500000.0,1700000.0,1700000.0,0.0,8477941.0,Standard,TOR,"ARI,TOR"
Kevin Fiala,LAK,24.0,1996-07-22,"RW, LW",Left,11 - Round 1 - 2014 (NSH),False,2021-08-16,24.0,,1.0,RFA,2022.0,5100000.0,6.3,5100000.0,5100000.0,5100000.0,0.0,8477942.0,Standard,MIN,MIN
Brendan Perlini,-,25.0,1996-04-27,"RW, LW",Left,12 - Round 1 - 2014 (ARI),False,2021-08-07,25.0,,1.0,UFANo QO,2022.0,750000.0,0.9,750000.0,750000.0,750000.0,0.0,8477943.0,Standard,EDM,EDM
Jakub Vrána,DET,25.0,1996-02-28,LW,Left,13 - Round 1 - 2014 (WSH),False,2021-08-10,25.0,,3.0,UFA,2024.0,5250000.0,6.4,5250000.0,4750000.0,4750000.0,0.0,8477944.0,Standard,DET,DET
Dylan Larkin,DET,24.0,1996-07-30,C,Left,15 - Round 1 - 2014 (DET),False,2018-08-10,21.0,,5.0,UFA,2023.0,6100000.0,7.7,6100000.0,6750000.0,6750000.0,0.0,8477946.0,Standard,DET,DET
Sonny Milano,WSH,25.0,1996-05-12,"LW, RW",Left,16 - Round 1 - 2014 (CBJ),True,2020-07-28,24.0,,2.0,UFANo QO,2022.0,1700000.0,2.1,1700000.0,1800000.0,1800000.0,0.0,8477947.0,Standard,ANA,ANA
Travis Sanheim,PHI,25.0,1996-03-29,LD,Left,17 - Round 1 - 2014 (PHI),False,2021-08-21,25.0,,2.0,UFA,2023.0,4675000.0,5.7,4675000.0,4000000.0,4000000.0,0.0,8477948.0,Standard,PHI,PHI
